School Year,School District,BEDS Code,School Name,Local School Code,School Type,Part B,Lowest Grade,Highest Grade,Does this school serve its full planned grade span? (Y/N),"If no, is this school opening this school year? (Y/N)",Is the school scheduled to close? (Y/N),"If so, what year?",K-12 Enrollment,Pre-K Enrollment,Preschool Special Ed Enrollment,K-12 FRPL Count,K-12 ELL Count,K-12 SWD Count,Classroom Teachers w/ 0-3 Years Experience,Classroom Teachers w/ More than 3 Years Experience,Paraprofessional Classroom Staff,Principals & Other Admin Staff,Pupil Support Services Staff, All Remaining Staff , Total Staff , Part C , Classroom Teachers , All Other Salaries , Employee Benefits , BOCES Services , All Other , Total Allocation by Object , Grades K-12 , Pre-K , Grades K- 12 , Preschool , School Administration , Instructional Media , Pupil Support Services , Total Allocation by Purpose , State & Local Funding , Federal Funding , Total Funding Source by School , State & Local Funding per Pupil , Federal Funding per Pupil , Central District Costs , Total School Allocation w/ Central District Costs , Total School Funding per Pupil , Part D , Does this school offer a Pre-K program? (Y/N) , Does this school offer student/family support or community schools services? (Y/N) , 4-Year-Old Full-Day , 4-Year-Old Half-Day , 3-Year-Old Full-Day , 3-Year-Old Half-Day , Total Pre-K Enrollment , State Grants , Other State & Local Funding , Federal Funding  , Total Pre-K Spending , Community Schools Site Coordinator (FTE Basis) , Enriched Academic Services ," Health, Mental Health/Counseling, Dental Care ", Nutrition Services , Legal Services , After-School Programs/Extended Day Programs , All Other  , Total Community Schools Spending , Foundation Aid Community Schools Set-Aside , Other State & Local Funding  , Federal Funding   , Part E ,Local Formula Allocation, Allocation If Local Formula Fully Funded ,Difference,% Funded, Total Funding (See Part C) ,Local Formula as % of Total Funding, Other Funding 
2017-18,New York City,342900010034,P.S. 034 John Harvard,Q034,Elementary School,Part B,K,5,Yes,,No,,544,36,0,494,62,95,18.0,19.0,19.8,3.0,2.9,5.0,67.7,Part C," 28,64,651.00 "," 21,24,368.00 "," 30,37,589.20 ", -   ," 2,33,804.00 "," 82,60,412.20 "," 49,73,402.33 "," 4,33,070.88 "," 21,00,093.14 ", -   ," 6,62,346.30 "," 3,389.00 "," 88,110.55 "," 82,60,412.20 "," 78,45,131.20 "," 4,15,281.00 "," 82,60,412.20 "," 13,319.41 ", 705.06 ," 39,30,985.74 "," 1,21,91,397.95 "," 20,698.47 ", Part D ,Yes,No, 31.00 , -   , -   , - , 31 ," 3,10,000 "," 1,23,071 ", -   ," 4,33,070.88 ", -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"54,43,916.00 "," 60,12,376.00 ","(5,68,460.00)",90.5452%," 82,60,412.20 ",65.9037%," 28,16,496.20 "
2017-18,New York City,342900010035,P.S. 035 Nathaniel Woodhull,Q035,Elementary School,Part B,K,5,Yes,,No,,674,32,0,605,98,97,7.0,40.0,17.0,3.0,3.8,3.0,73.8,Part C," 40,41,355.00 "," 22,88,219.00 "," 38,53,792.83 ", -   ," 99,701.00 "," 1,02,83,067.83 "," 62,58,930.59 "," 4,73,102.71 "," 28,12,987.97 "," 15,770.09 "," 6,53,653.66 "," 4,193.00 "," 64,429.82 "," 1,02,83,067.83 "," 97,35,186.83 "," 5,47,881.00 "," 1,02,83,067.83 "," 13,927.31 ", 783.81 ," 46,65,125.70 "," 1,49,48,193.52 "," 21,385.11 ", Part D ,Yes,No, 30.00 , -   , -   , - , 30 ," 1,14,779 "," 3,58,324 ", -   ," 4,73,102.71 ", -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"66,24,743.00 "," 73,14,439.00 ","(6,89,696.00)",90.5708%," 1,02,83,067.83 ",64.4238%," 36,58,324.83 "
2017-18,New York City,342900010036,P.S. 036 Saint Albans School,Q036,Elementary School,Part B,K,5,Yes,,No,,449,0,0,316,29,90,7.0,31.0,10.7,3.0,3.8,3.0,58.5,Part C," 25,74,185.00 "," 17,00,720.00 "," 26,02,797.32 ", -   ," 23,146.00 "," 69,00,848.32 "," 35,85,404.38 ", -   ," 26,41,101.21 ", -   ," 6,71,545.73 "," 2,797.00 ", -   ," 69,00,848.32 "," 66,17,856.32 "," 2,82,992.00 "," 69,00,848.32 "," 15,498.49 ", 662.74 ," 28,49,797.81 "," 97,50,646.13 "," 22,835.24 ", Part D ,No,No, -   , -   , -   , - , - , - , - , -   , -   , -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"45,21,426.00 "," 49,68,636.00 ","(4,47,210.00)",90.9993%," 69,00,848.32 ",65.5199%," 23,79,422.32 "
2017-18,New York City,342900010037,Cynthia Jenkins School,Q037,Elementary School,Part B,K,5,Yes,,No,,409,36,0,321,18,85,7.0,29.0,14.8,2.0,4.8,1.0,58.6,Part C," 29,71,649.00 "," 12,77,145.00 "," 25,86,899.51 ", -   ," 18,346.00 "," 68,54,039.51 "," 30,02,649.07 "," 7,22,875.77 "," 26,44,135.51 ", -   ," 4,51,156.73 "," 2,548.00 "," 30,674.43 "," 68,54,039.51 "," 66,09,042.51 "," 2,44,997.00 "," 68,54,039.51 "," 16,318.62 ", 604.93 ," 27,02,969.82 "," 95,57,009.33 "," 23,597.55 ", Part D ,Yes,No, 47.00 , -   , -   , - , 47 ," 1,37,734 "," 5,85,141 ", -   ," 7,22,875.77 ", -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"39,44,379.00 "," 43,19,473.00 ","(3,75,094.00)",91.3162%," 68,54,039.51 ",57.5482%," 29,09,660.51 "
2017-18,New York City,342900010038,P.S. 038 Rosedale,Q038,Elementary School,Part B,K,5,Yes,,No,,270,0,0,212,14,45,1.0,18.0,6.6,2.0,1.5,1.0,30.1,Part C," 18,86,680.00 "," 9,77,002.00 "," 17,43,567.13 ", -   ," 36,145.00 "," 46,43,394.13 "," 26,73,680.24 ", -   ," 15,20,260.19 ", -   ," 4,47,771.70 "," 1,682.00 ", -   ," 46,43,394.13 "," 44,56,659.13 "," 1,86,735.00 "," 46,43,394.13 "," 15,692.46 ", 657.52 ," 18,95,415.88 "," 65,38,810.00 "," 23,023.98 ", Part D ,No,No, -   , -   , -   , - , - , - , - , -   , -   , -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"31,95,695.00 "," 33,82,055.00 ","(1,86,360.00)",94.4897%," 46,43,394.13 ",68.8224%," 14,47,699.13 "
2017-18,New York City,342900010052,P.S. 052 Queens,Q052,Elementary School,Part B,K,5,Yes,,No,,432,27,2,322,35,88,7.0,28.0,13.2,2.0,3.9,5.0,59.1,Part C," 29,87,442.00 "," 15,75,519.00 "," 27,78,181.66 ", -   ," 65,736.00 "," 74,06,878.66 "," 37,95,997.05 "," 6,57,097.69 "," 23,13,901.76 "," 78,225.92 "," 4,96,899.70 "," 9,679.00 "," 55,077.54 "," 74,06,878.66 "," 71,00,265.66 "," 3,06,613.00 "," 74,06,878.66 "," 15,435.36 ", 666.55 ," 30,70,039.80 "," 1,04,76,918.46 "," 22,775.91 ", Part D ,Yes,Yes, 42.00 , -   , -   , - , 42 ," 1,10,953 "," 5,46,145 ", -   ," 6,57,097.69 ", -  ," 15,000.00 "," 15,000.00 ", -   , -   ," 75,000.00 "," 45,000.00 "," 1,50,000.00 "," 1,50,000.00 ", -   , -   , Part E ,"44,82,403.00 "," 48,12,043.00 ","(3,29,640.00)",93.1497%," 74,06,878.66 ",60.5168%," 29,24,475.66 "
2017-18,New York City,342900010059,I.S. 059 Springfield Gardens,Q059,Middle/Junior High School,Part B,6,8,Yes,,No,,586,0,0,432,15,113,2.0,38.0,13.6,2.0,1.9,2.0,59.5,Part C," 39,70,934.00 "," 13,92,270.00 "," 32,65,413.61 ", -   ," 1,50,822.00 "," 87,79,439.61 "," 59,83,216.31 ", -   ," 20,82,345.86 ", -   ," 6,49,137.60 "," 3,613.00 "," 61,126.84 "," 87,79,439.61 "," 83,51,599.61 "," 4,27,840.00 "," 87,79,439.61 "," 14,524.52 ", 744.07 ," 38,37,549.75 "," 1,26,16,989.36 "," 21,942.59 ", Part D ,No,No, -   , -   , -   , - , - , - , - , -   , -   , -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"63,35,038.00 "," 69,90,045.00 ","(6,55,007.00)",90.6294%," 87,79,439.61 ",72.1577%," 24,44,401.61 "
2017-18,New York City,342900010095,P.S. 095 Eastwood,Q095,Elementary School,Part B,K,5,Yes,,No,,"1,490",0,0,"1,102",332,159,8.2,85.0,30.8,3.0,7.7,8.0,142.7,Part C," 84,77,329.00 "," 29,59,906.00 "," 69,63,617.81 ", -   ," 6,15,007.00 "," 1,90,15,859.81 "," 1,36,35,861.01 ", -   ," 45,08,838.68 ", -   ," 6,67,890.41 "," 9,245.00 "," 1,94,024.70 "," 1,90,15,859.81 "," 1,79,73,499.81 "," 10,42,360.00 "," 1,90,15,859.81 "," 12,747.16 ", 739.26 ," 94,10,339.39 "," 2,84,26,199.19 "," 20,160.42 ", Part D ,No,No, -   , -   , -   , - , - , - , - , -   , -   , -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"1,35,03,838.00 "," 1,49,50,024.00 ","(14,46,186.00)",90.3265%," 1,90,15,859.81 ",71.0136%," 55,12,021.81 "
2017-18,New York City,342900010109,Jean Nuzzi Intermediate School,Q109,Middle/Junior High School,Part B,6,8,Yes,,No,,"1,108",0,0,739,87,161,12.5,58.0,15.0,5.0,5.8,3.0,99.3,Part C," 65,37,973.00 "," 23,13,382.00 "," 53,89,191.82 ", -   ," 2,08,120.00 "," 1,44,48,666.82 "," 99,94,191.51 ", -   ," 31,50,715.68 ", -   ," 10,82,325.03 "," 6,897.00 "," 2,14,537.60 "," 1,44,48,666.82 "," 1,38,54,342.82 "," 5,94,324.00 "," 1,44,48,666.82 "," 11,953.70 ", 512.79 ," 77,35,165.50 "," 2,21,83,832.32 "," 19,140.49 ", Part D ,No,No, -   , -   , -   , - , - , - , - , -   , -   , -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"1,14,19,175.00 "," 1,26,44,196.00 ","(12,25,021.00)",90.3116%," 1,44,48,666.82 ",79.0327%," 30,29,491.82 "
2017-18,New York City,342900010116,P.S./I.S. 116 William C. Hughley,Q116,K-8 School,Part B,K,8,Yes,,No,,746,46,0,587,126,177,10.0,49.0,23.6,3.0,3.9,4.0,93.5,Part C," 53,70,422.00 "," 22,56,284.00 "," 46,43,558.14 ", -   ," 1,18,409.00 "," 1,23,88,673.14 "," 61,35,704.17 "," 7,76,151.40 "," 46,83,148.47 ", -   ," 6,52,123.64 "," 4,648.00 "," 1,36,897.47 "," 1,23,88,673.14 "," 1,18,81,907.14 "," 5,06,766.00 "," 1,23,88,673.14 "," 14,760.13 ", 629.52 ," 53,72,569.65 "," 1,77,61,242.79 "," 22,063.66 ", Part D ,Yes,No, 47.00 , -   , -   , - , 47 ," 1,72,168 "," 6,03,984 ", -   ," 7,76,151.40 ", -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"81,31,234.00 "," 89,84,311.00 ","(8,53,077.00)",90.5048%," 1,23,88,673.14 ",65.6344%," 42,57,439.14 "
2017-18,New York City,342900010118,P.S. 118 Lorraine Hansberry,Q118,Elementary School,Part B,K,5,Yes,,No,,412,36,0,293,40,93,4.0,34.0,14.6,2.0,2.0,2.0,58.6,Part C," 32,39,027.00 "," 13,05,231.00 "," 27,66,794.24 ", -   ," 56,077.00 "," 73,67,129.24 "," 36,60,473.04 "," 4,91,292.63 "," 26,20,763.79 "," 16,376.42 "," 4,62,668.09 "," 2,567.00 "," 1,12,988.28 "," 73,67,129.24 "," 70,12,093.24 "," 3,55,036.00 "," 73,67,129.24 "," 17,356.67 ", 878.80 ," 26,96,295.82 "," 1,00,63,425.07 "," 24,909.47 ", Part D ,Yes,No, 30.00 , -   , -   , - , 30 ," 3,00,000 "," 1,91,293 ", -   ," 4,91,292.63 ", -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"41,62,537.00 "," 45,64,194.00 ","(4,01,657.00)",91.1998%," 73,67,129.24 ",56.5015%," 32,04,592.24 "
2017-18,New York City,342900010131,P.S. 131 Abigail Adams,Q131,Elementary School,Part B,K,5,Yes,,No,,812,0,0,745,141,78,12.1,39.0,21.0,4.0,2.9,5.0,84.0,Part C," 44,47,774.00 "," 22,51,120.00 "," 40,78,655.16 ", -   ," 60,060.00 "," 1,08,37,609.16 "," 68,79,472.31 ", -   ," 30,40,517.16 ", -   ," 8,16,074.01 "," 5,053.00 "," 96,492.69 "," 1,08,37,609.16 "," 1,01,75,463.16 "," 6,62,146.00 "," 1,08,37,609.16 "," 13,585.40 ", 884.04 ," 49,98,825.67 "," 1,58,36,434.83 "," 21,143.44 ", Part D ,No,No, -   , -   , -   , - , - , - , - , -   , -   , -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"71,97,969.00 "," 79,49,448.00 ","(7,51,479.00)",90.5468%," 1,08,37,609.16 ",66.4166%," 36,39,640.16 "
2017-18,New York City,342900010132,P.S. 132 Ralph Bunche,Q132,Elementary School,Part B,K,5,Yes,,No,,357,34,0,295,18,84,7.0,26.0,10.6,2.0,0.9,3.0,49.5,Part C," 28,27,061.00 "," 10,21,854.00 "," 23,43,431.17 ", -   ," 24,170.00 "," 62,16,516.17 "," 33,99,784.32 "," 4,84,193.99 "," 18,52,006.09 ", -   ," 4,59,990.95 "," 2,224.00 "," 18,316.81 "," 62,16,516.17 "," 60,02,936.17 "," 2,13,580.00 "," 62,16,516.17 "," 15,551.65 ", 553.32 ," 25,76,163.83 "," 87,92,680.01 "," 22,778.96 ", Part D ,Yes,No, 31.00 , -   , -   , - , 31 ," 1,22,430 "," 3,61,764 ", -   ," 4,84,193.99 ", -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"41,10,057.00 "," 42,09,331.00 ","(99,274.00)",97.6416%," 62,16,516.17 ",66.1151%," 21,06,459.17 "
2017-18,New York City,342900010134,P.S. 134 Hollis,Q134,Elementary School,Part B,K,5,Yes,,No,,354,28,0,304,42,75,0.0,35.0,17.2,2.0,3.8,3.0,61.0,Part C," 30,11,608.00 "," 14,24,403.00 "," 27,00,887.51 ", -   ," 7,957.00 "," 71,44,855.51 "," 33,66,194.37 "," 5,01,964.37 "," 27,17,758.32 ", -   ," 4,34,686.88 "," 2,199.00 "," 1,22,052.57 "," 71,44,855.51 "," 68,70,494.51 "," 2,74,361.00 "," 71,44,855.51 "," 19,245.08 ", 768.52 ," 23,82,617.84 "," 95,27,473.36 "," 26,687.60 ", Part D ,Yes,No, 31.00 , -   , -   , - , 31 ," 1,07,127 "," 3,94,838 ", -   ," 5,01,964.37 ", -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"40,49,880.00 "," 42,07,656.00 ","(1,57,776.00)",96.2503%," 71,44,855.51 ",56.6825%," 30,94,975.51 "
2017-18,New York City,342900010135,The Bellaire School,Q135,Elementary School,Part B,K,5,Yes,,No,,888,93,8,516,132,142,7.0,61.0,31.0,4.0,5.8,4.0,112.8,Part C," 60,39,505.00 "," 29,17,796.00 "," 54,53,697.57 ", -   ," 2,08,748.00 "," 1,46,19,746.57 "," 76,96,877.25 "," 13,89,672.63 "," 44,71,920.02 "," 1,65,437.22 "," 8,31,203.68 "," 5,520.00 "," 59,115.77 "," 1,46,19,746.57 "," 1,38,71,768.57 "," 7,47,978.00 "," 1,46,19,746.57 "," 14,242.06 ", 767.94 ," 65,00,475.58 "," 2,11,20,222.15 "," 21,684.01 ", Part D ,Yes,No, 84.00 , -   , -   , - , 84 ," 8,40,000 "," 5,49,673 ", -   ," 13,89,672.63 ", -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"86,99,852.00 "," 96,10,606.00 ","(9,10,754.00)",90.5234%," 1,46,19,746.57 ",59.5075%," 59,19,894.57 "
2017-18,New York City,342900010136,P.S. 136 Roy Wilkins,Q136,Elementary School,Part B,K,5,Yes,,No,,577,40,1,461,37,87,11.0,37.0,13.7,2.0,4.0,3.0,70.7,Part C," 35,53,485.00 "," 18,17,854.00 "," 32,70,366.65 ", -   ," 1,01,626.00 "," 87,43,331.65 "," 46,02,756.99 "," 7,13,543.57 "," 29,01,044.67 "," 15,511.82 "," 5,06,948.60 "," 3,526.00 ", -   ," 87,43,331.65 "," 83,12,159.65 "," 4,31,172.00 "," 87,43,331.65 "," 14,331.31 ", 743.40 ," 38,70,919.75 "," 1,26,14,251.40 "," 21,748.71 ", Part D ,Yes,No, 46.00 , -   , -   , - , 46 ," 1,64,516 "," 5,49,028 ", -   ," 7,13,543.57 ", -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"52,35,431.00 "," 57,62,538.00 ","(5,27,107.00)",90.8529%," 87,43,331.65 ",59.8791%," 35,07,900.65 "
2017-18,New York City,342900010138,P.S./M.S. 138 Sunrise,Q138,K-8 School,Part B,K,8,Yes,,No,,713,50,0,562,40,132,4.0,49.0,18.0,4.0,4.8,3.9,83.7,Part C," 46,20,044.00 "," 22,07,758.00 "," 41,57,141.44 ", -   ," 75,646.00 "," 1,10,60,589.44 "," 59,43,006.23 "," 7,28,172.60 "," 34,37,785.49 ", -   ," 8,73,040.34 "," 4,423.00 "," 74,161.78 "," 1,10,60,589.44 "," 1,03,31,776.44 "," 7,28,813.00 "," 1,10,60,589.44 "," 14,270.41 "," 1,006.65 "," 48,31,975.69 "," 1,58,92,565.13 "," 21,951.06 ", Part D ,Yes,No, 47.00 , -   , -   , - , 47 ," 3,81,215 "," 3,46,957 ", -   ," 7,28,172.60 ", -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"68,96,807.00 "," 76,07,091.00 ","(7,10,284.00)",90.6629%," 1,10,60,589.44 ",62.3548%," 41,63,782.44 "
2017-18,New York City,342900010147,P.S./M.S. 147 Ronald McNair,Q147,K-8 School,Part B,K,8,Yes,,No,,576,17,0,416,31,107,4.0,41.0,16.2,2.0,3.9,1.5,68.6,Part C," 43,53,878.00 "," 14,12,292.00 "," 35,10,761.48 ", -   ," 1,39,732.00 "," 94,16,663.48 "," 55,94,506.82 "," 4,98,083.81 "," 27,86,876.34 ", -   ," 4,40,287.31 "," 3,557.00 "," 93,352.20 "," 94,16,663.48 "," 90,07,663.48 "," 4,09,000.00 "," 94,16,663.48 "," 16,774.05 ", 761.64 ," 35,83,937.77 "," 1,30,00,601.25 "," 24,209.69 ", Part D ,Yes,No, 15.00 , -   , -   , - , 15 ," 53,563 "," 4,44,520 ", -   ," 4,98,083.81 ", -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"54,18,714.00 "," 59,62,114.00 ","(5,43,400.00)",90.8858%," 94,16,663.48 ",57.5439%," 39,97,949.48 "
2017-18,New York City,342900010156,P.S. 156 Laurelton,Q156,Elementary School,Part B,K,5,Yes,,No,,242,17,0,177,10,31,0.0,22.0,9.6,2.0,2.2,2.0,37.8,Part C," 18,79,584.00 "," 12,13,890.00 "," 18,83,477.14 ", -   ," 84,399.00 "," 50,61,350.14 "," 27,41,931.99 "," 2,85,883.40 "," 13,96,214.25 ", -   ," 4,76,208.21 "," 1,501.00 "," 1,59,611.29 "," 50,61,350.14 "," 48,46,163.14 "," 2,15,187.00 "," 50,61,350.14 "," 19,307.42 ", 857.32 ," 16,75,173.89 "," 67,36,524.03 "," 26,838.74 ", Part D ,Yes,No, 15.00 , -   , -   , - , 15 ," 1,50,000 "," 1,35,883 ", -   ," 2,85,883.40 ", -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"29,83,285.00 "," 28,53,458.00 ","1,29,827.00 ",104.5498%," 50,61,350.14 ",58.9425%," 20,78,065.14 "
2017-18,New York City,342900010176,P.S. 176 Cambria Heights,Q176,Elementary School,Part B,K,5,Yes,,No,,669,46,1,511,6,62,7.0,36.0,13.8,3.0,2.5,2.0,64.3,Part C," 40,96,356.00 "," 14,44,845.00 "," 33,73,787.98 ", -   ," 46,395.00 "," 89,61,383.98 "," 54,23,915.96 "," 7,43,325.03 "," 21,66,698.23 "," 16,159.24 "," 6,07,117.53 "," 4,168.00 ", -   ," 89,61,383.98 "," 85,18,942.98 "," 4,42,441.00 "," 89,61,383.98 "," 11,897.97 ", 617.93 ," 47,78,583.69 "," 1,37,39,967.67 "," 19,189.90 ", Part D ,Yes,No, 46.00 , -   , -   , - , 46 ," 2,64,779 "," 4,78,546 ", -   ," 7,43,325.03 ", -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"59,35,520.00 "," 65,45,108.00 ","(6,09,588.00)",90.6864%," 89,61,383.98 ",66.2344%," 30,25,863.98 "
2017-18,New York City,342900010181,P.S. 181 Brookfield,Q181,Elementary School,Part B,K,5,Yes,,No,,307,18,1,225,11,86,3.0,32.0,13.0,2.0,1.9,2.0,53.9,Part C," 29,76,619.00 "," 13,67,835.00 "," 26,45,142.58 ", -   ," 15,848.00 "," 70,05,444.58 "," 28,00,792.16 "," 4,49,428.05 "," 32,35,790.65 "," 30,995.04 "," 4,86,538.67 "," 1,900.00 ", -   ," 70,05,444.58 "," 68,09,822.58 "," 1,95,622.00 "," 70,05,444.58 "," 20,511.51 ", 589.22 ," 22,15,767.86 "," 92,21,212.43 "," 27,774.74 ", Part D ,Yes,No, 29.00 , -   , -   , - , 29 ," 1,90,000 "," 2,59,428 ", -   ," 4,49,428.05 ", -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"32,62,965.00 "," 35,76,399.00 ","(3,13,434.00)",91.2360%," 70,05,444.58 ",46.5776%," 37,42,479.58 "
2017-18,New York City,342900010192,I.S. 192 The Linden,Q192,Middle/Junior High School,Part B,6,8,Yes,,No,,486,0,0,350,41,108,2.0,30.0,15.8,4.0,5.8,3.0,60.6,Part C," 31,77,833.00 "," 18,38,050.00 "," 30,53,945.48 ", -   ," 71,877.00 "," 81,41,705.48 "," 47,60,634.98 ", -   ," 26,49,761.67 ", -   ," 6,68,707.71 "," 3,022.00 "," 59,579.12 "," 81,41,705.48 "," 77,67,738.48 "," 3,73,967.00 "," 81,41,705.48 "," 14,966.74 ", 720.55 ," 34,63,805.77 "," 1,16,05,511.26 "," 22,361.29 ", Part D ,No,No, -   , -   , -   , - , - , - , - , -   , -   , -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"59,38,188.00 "," 65,44,810.00 ","(6,06,622.00)",90.7313%," 81,41,705.48 ",72.9354%," 22,03,517.48 "
2017-18,New York City,342900010195,P.S. 195 William Haberle,Q195,Elementary School,Part B,K,5,Yes,,No,,510,53,1,431,12,88,0.0,40.0,22.3,2.0,5.8,2.7,72.8,Part C," 35,40,695.00 "," 21,45,035.00 "," 34,61,785.19 ", -   ," 1,40,297.00 "," 92,87,812.19 "," 49,79,143.42 "," 10,32,556.19 "," 26,83,820.26 "," 16,654.13 "," 5,02,924.86 "," 3,177.00 "," 69,536.32 "," 92,87,812.19 "," 85,17,431.19 "," 7,70,381.00 "," 92,87,812.19 "," 15,182.59 "," 1,373.23 "," 37,44,113.76 "," 1,30,31,925.94 "," 23,229.81 ", Part D ,Yes,No, 62.00 , -   , -   , - , 62 ," 2,96,864 "," 7,35,692 ", -   ," 10,32,556.19 ", -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"49,05,280.00 "," 53,94,715.00 ","(4,89,435.00)",90.9275%," 92,87,812.19 ",52.8142%," 43,82,532.19 "
2017-18,New York City,342900010208,P.S./I.S. 208,Q208,K-8 School,Part B,K,8,Yes,,No,,707,0,0,324,3,132,7.0,46.0,11.5,3.0,3.8,4.0,75.3,Part C," 43,91,964.00 "," 16,21,133.00 "," 36,61,104.22 ", -   ," 10,354.00 "," 96,84,555.22 "," 61,63,550.35 ", -   ," 27,14,413.51 ", -   ," 6,79,540.13 "," 4,479.00 "," 1,22,572.23 "," 96,84,555.22 "," 95,50,990.22 "," 1,33,565.00 "," 96,84,555.22 "," 13,821.98 ", 193.29 ," 46,11,733.70 "," 1,42,96,288.92 "," 20,689.27 ", Part D ,No,No, -   , -   , -   , - , - , - , - , -   , -   , -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"70,37,454.00 "," 77,56,368.00 ","(7,18,914.00)",90.7313%," 96,84,555.22 ",72.6668%," 26,47,101.22 "
2017-18,New York City,342900010238,I.S. 238 - Susan B. Anthony Academy,Q238,Middle/Junior High School,Part B,6,8,Yes,,No,,"1,404",0,0,"1,259",234,188,25.0,75.0,20.8,5.0,7.8,4.0,137.6,Part C," 82,85,324.00 "," 30,34,688.00 "," 68,92,246.00 ", -   ," 1,94,436.00 "," 1,84,06,694.00 "," 1,42,03,402.78 ", -   ," 27,12,700.08 ", -   ," 10,95,913.42 "," 8,641.00 "," 3,86,036.71 "," 1,84,06,694.00 "," 1,71,53,220.00 "," 12,53,474.00 "," 1,84,06,694.00 "," 13,380.05 ", 977.75 ," 85,56,067.44 "," 2,69,62,761.44 "," 21,031.80 ", Part D ,No,Yes, -   , -   , -   , - , - , - , - , -   , -   , -  ," 15,000.00 "," 15,000.00 ", -   , -   ," 75,000.00 "," 45,000.00 "," 1,50,000.00 "," 1,50,000.00 ", -   , -   , Part E ,"1,36,09,000.00 "," 1,50,70,934.00 ","(14,61,934.00)",90.2996%," 1,84,06,694.00 ",73.9351%," 47,97,694.00 "
2017-18,New York City,342900010251,P.S. 251 Queens,Q251,Elementary School,Part B,K,5,Yes,,No,,312,26,1,236,2,70,6.2,21.0,9.0,2.0,1.8,2.0,42.0,Part C," 24,71,591.00 "," 9,74,628.00 "," 20,98,247.70 ", -   ," 40,176.00 "," 55,84,642.70 "," 25,47,467.64 "," 4,75,648.92 "," 20,53,835.65 "," 15,854.96 "," 4,35,251.59 "," 1,944.00 "," 54,639.93 "," 55,84,642.70 "," 54,19,338.70 "," 1,65,304.00 "," 55,84,642.70 "," 17,314.18 ", 528.13 ," 20,88,961.86 "," 76,73,604.56 "," 24,516.31 ", Part D ,Yes,No, 30.00 , -   , -   , - , 30 ," 2,50,000 "," 2,25,649 ", -   ," 4,75,648.92 ", -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"36,38,633.00 "," 34,27,294.00 ","2,11,339.00 ",106.1664%," 55,84,642.70 ",65.1543%," 19,46,009.70 "
2017-18,New York City,342900010268,P.S./I.S. 268,Q268,K-8 School,Part B,K,8,Yes,,No,,632,0,0,494,104,88,9.0,40.0,12.2,2.0,3.7,3.0,69.9,Part C," 39,90,719.00 "," 13,98,352.00 "," 32,81,162.87 ", -   ," 91,128.00 "," 87,61,361.87 "," 54,30,820.24 ", -   ," 27,14,706.32 ", -   ," 4,95,504.82 "," 3,925.00 "," 1,16,405.49 "," 87,61,361.87 "," 83,67,007.87 "," 3,94,354.00 "," 87,61,361.87 "," 13,218.02 ", 622.99 ," 42,24,641.72 "," 1,29,86,003.59 "," 20,515.01 ", Part D ,No,No, -   , -   , -   , - , - , - , - , -   , -   , -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"66,90,589.00 "," 71,56,126.00 ","(4,65,537.00)",93.4946%," 87,61,361.87 ",76.3647%," 20,70,772.87 "
